tau	0.817766
tau	0.843958
tau	1.04503
tau	1.25277
tau	0.7761
tau	1.17847
tau	0.623583
tau	1.23249
tau	1.00377
tau	1.2659
tau	0.920237
tau	1.03877
tau	0.772113
tau	0.833194
tau	1.35328
tau	1.20191
tau	1.11374
tau	1.14936
tau	0.948496
tau	0.847241
tau	0.806946
tau	0.953483
tau	1.20008
tau	1.01144
tau	1.09832
tau	0.910928
tau	0.893729
tau	0.676465
tau	0.984832
tau	0.834634
tau	1.11016
tau	1.13521
tau	0.998168
tau	1.2355
tau	0.876785
tau	0.736389
tau	1.04692
tau	1.07407
tau	0.984894
tau	0.930474
tau	0.868874
tau	1.0559
tau	0.975164
tau	1.10942
tau	0.933169
tau	1.06419
tau	0.768285
tau	0.979503
tau	0.819388
tau	0.840307
tau	1.23788
tau	0.940806
tau	0.988336
tau	1.16122
tau	1.05584
tau	0.89832
tau	0.941562
tau	1.04065
tau	0.897032
tau	1.09414
tau	0.889087
tau	0.969566
tau	1.28788
tau	1.05171
tau	0.935168
tau	0.821544
tau	0.953297
tau	1.02408
tau	0.957801
tau	1.00374
tau	0.877123
tau	0.935182
tau	0.900479
tau	0.956056
tau	0.851498
tau	1.04577
tau	0.979211
tau	1.11354
tau	0.789026
tau	0.921344
tau	1.28012
tau	0.980537
tau	1.03418
tau	0.616327
tau	0.731051
tau	1.04956
tau	1.15574
tau	1.11457
tau	1.35795
tau	0.85147
tau	1.26739
tau	1.0411
tau	0.9148
tau	0.906523
tau	1.16438
tau	0.804046
tau	0.942342
tau	0.992552
tau	0.946979
tau	0.975023
