tau	1.28018
tau	0.940859
tau	0.92472
tau	1.02878
tau	1.13642
tau	1.13607
tau	0.945574
tau	1.05056
tau	1.03289
tau	1.31428
tau	1.05561
tau	1.07978
tau	1.19894
tau	0.968275
tau	1.17411
tau	1.27395
tau	1.06033
tau	1.01118
tau	1.17868
tau	1.10752
tau	1.54908
tau	1.01842
tau	1.16822
tau	1.35457
tau	1.2411
tau	1.01245
tau	0.971804
tau	1.05545
tau	0.966707
tau	0.95749
tau	1.08992
tau	1.36578
tau	1.18267
tau	1.05056
tau	1.03204
tau	1.01763
tau	1.0463
tau	1.19836
tau	1.12834
tau	1.18328
tau	1.13102
tau	1.3176
tau	1.09675
tau	1.28652
tau	1.11863
tau	1.02784
tau	1.27769
tau	1.19154
tau	1.03403
tau	1.20205
tau	1.25064
tau	1.28657
tau	1.09383
tau	1.0202
tau	1.25851
tau	1.0723
tau	1.09555
tau	1.37756
tau	1.18608
tau	1.34753
tau	1.20463
tau	0.964549
tau	1.04561
tau	1.61213
tau	1.11207
tau	1.37445
tau	0.997409
tau	1.08577
tau	1.06634
tau	1.11485
tau	1.0716
tau	1.4531
tau	1.16005
tau	1.00915
tau	1.17607
tau	1.08554
tau	1.17236
tau	1.24954
tau	0.975309
tau	1.53654
tau	1.23727
tau	1.17802
tau	1.36844
tau	1.09665
tau	0.74261
tau	1.62329
tau	1.31127
tau	0.827801
tau	1.1874
tau	1.30444
tau	1.00871
tau	1.245
tau	1.38203
tau	0.94786
tau	1.38542
tau	1.16975
tau	0.959965
tau	1.19622
tau	1.02961
tau	1.28951
