tau	1.35725
tau	1.6771
tau	1.68418
tau	1.67031
tau	1.38115
tau	1.42488
tau	1.5064
tau	1.52231
tau	1.3919
tau	1.44822
tau	1.50485
tau	1.56389
tau	1.41242
tau	1.24989
tau	1.47073
tau	1.5152
tau	1.47556
tau	1.44387
tau	1.58255
tau	1.41363
tau	1.40741
tau	1.53924
tau	1.53199
tau	1.65389
tau	1.74044
tau	1.80837
tau	1.46113
tau	1.56641
tau	1.45368
tau	1.72473
tau	1.57744
tau	1.72128
tau	1.48317
tau	1.7397
tau	1.75174
tau	1.35438
tau	1.57629
tau	1.4613
tau	1.72086
tau	1.7859
tau	1.33053
tau	1.85151
tau	1.62063
tau	1.63521
tau	1.24891
tau	1.51519
tau	1.45006
tau	1.2835
tau	1.14912
tau	1.91561
tau	1.15734
tau	1.53226
tau	1.49738
tau	1.52041
tau	1.44092
tau	1.72227
tau	1.34593
tau	1.41906
tau	1.20338
tau	1.43376
tau	1.58636
tau	1.61998
tau	1.18097
tau	1.28125
tau	1.81094
tau	1.50499
tau	1.57573
tau	1.30854
tau	1.62103
tau	1.62722
tau	1.3899
tau	1.58644
tau	1.69418
tau	1.62137
tau	1.3106
tau	1.85603
tau	1.60027
tau	1.50921
tau	1.34367
tau	1.16023
tau	1.61559
tau	1.4555
tau	1.49729
tau	1.82799
tau	1.42525
tau	1.5274
tau	1.8138
tau	1.38998
tau	1.79066
tau	1.40773
tau	1.52913
tau	1.36719
tau	1.49148
tau	1.46189
tau	1.47093
tau	1.50392
tau	1.37689
tau	1.20227
tau	1.24317
tau	1.6047
