tau	1.40194
tau	1.50558
tau	1.59937
tau	1.19181
tau	1.34702
tau	1.47793
tau	1.1998
tau	1.1417
tau	1.48617
tau	1.29313
tau	1.42361
tau	1.1122
tau	1.53367
tau	1.38999
tau	1.26058
tau	1.62518
tau	1.24618
tau	1.11467
tau	1.41655
tau	1.26488
tau	1.5636
tau	1.54416
tau	1.35218
tau	1.69322
tau	1.50558
tau	1.12791
tau	1.26977
tau	1.54326
tau	1.40627
tau	1.22405
tau	1.28638
tau	1.18773
tau	1.44615
tau	1.11625
tau	1.01781
tau	1.55894
tau	1.62187
tau	1.45552
tau	1.45814
tau	1.49875
tau	1.20305
tau	1.49179
tau	1.56986
tau	1.31414
tau	1.46461
tau	1.19931
tau	1.47733
tau	1.4355
tau	1.45602
tau	1.34955
tau	1.77228
tau	1.15447
tau	1.43946
tau	1.5971
tau	1.40634
tau	1.28291
tau	1.17118
tau	1.13818
tau	1.64627
tau	1.27628
tau	1.10823
tau	1.51383
tau	1.34686
tau	1.72969
tau	1.76863
tau	1.34443
tau	1.44117
tau	1.33568
tau	1.11951
tau	1.4972
tau	1.64662
tau	1.21835
tau	1.38039
tau	1.82536
tau	1.18003
tau	1.10899
tau	1.64975
tau	1.22617
tau	1.42551
tau	1.30798
tau	1.49878
tau	1.32124
tau	1.5581
tau	1.31521
tau	1.19441
tau	1.36148
tau	1.49247
tau	1.67477
tau	1.56869
tau	1.20106
tau	1.50264
tau	1.44343
tau	1.4403
tau	1.29619
tau	1.39832
tau	1.29475
tau	1.49612
tau	1.22727
tau	1.61139
tau	1.50285
