tau	0.934262
tau	1.47534
tau	1.07417
tau	1.45483
tau	1.40795
tau	1.51739
tau	1.25273
tau	1.07037
tau	1.42784
tau	1.29798
tau	1.46038
tau	1.16509
tau	1.15266
tau	1.46635
tau	1.35486
tau	1.36101
tau	1.76452
tau	1.30741
tau	1.20957
tau	1.45104
tau	1.20822
tau	1.23427
tau	1.4642
tau	1.13974
tau	0.996604
tau	1.61721
tau	1.25576
tau	1.01236
tau	1.66467
tau	1.31177
tau	1.47052
tau	1.67761
tau	1.24409
tau	1.72029
tau	1.04284
tau	1.31413
tau	1.6396
tau	1.21557
tau	1.30708
tau	1.16613
tau	1.78466
tau	1.17722
tau	0.989164
tau	1.45817
tau	1.43334
tau	1.27205
tau	1.50111
tau	1.44563
tau	1.27015
tau	1.6076
tau	1.00004
tau	1.19502
tau	1.45419
tau	0.991289
tau	1.21636
tau	1.27385
tau	1.50043
tau	1.32789
tau	1.69746
tau	1.75259
tau	1.12076
tau	0.913214
tau	1.24641
tau	1.54375
tau	1.38187
tau	1.4525
tau	1.5084
tau	1.68788
tau	1.34198
tau	1.35379
tau	1.28689
tau	1.24802
tau	1.2176
tau	1.17047
tau	1.39987
tau	1.08131
tau	1.49444
tau	1.23046
tau	1.1399
tau	1.32418
tau	1.29101
tau	1.17582
tau	1.38337
tau	1.05486
tau	1.40046
tau	1.16297
tau	1.27882
tau	1.20376
tau	1.18304
tau	1.52588
tau	1.36344
tau	1.31041
tau	1.36194
tau	0.959537
tau	1.60792
tau	1.52706
tau	1.07879
tau	0.92016
tau	1.48135
tau	1.28752
