tau	1.60511
tau	1.59791
tau	1.50281
tau	1.64295
tau	1.18243
tau	1.40332
tau	1.31282
tau	1.28916
tau	1.23014
tau	1.57298
tau	1.41468
tau	1.88598
tau	1.58043
tau	1.08163
tau	1.8027
tau	1.41677
tau	1.53537
tau	1.44899
tau	1.56135
tau	1.4315
tau	1.54853
tau	1.41978
tau	1.87617
tau	1.11541
tau	1.90252
tau	1.02705
tau	1.51727
tau	1.55365
tau	1.4567
tau	1.67704
tau	1.66569
tau	1.73973
tau	1.39694
tau	1.49697
tau	1.59815
tau	1.16161
tau	1.11398
tau	1.66545
tau	1.65013
tau	1.43454
tau	1.40334
tau	1.23232
tau	1.38027
tau	1.32975
tau	1.57999
tau	1.1291
tau	1.33172
tau	1.70866
tau	1.35965
tau	1.52795
tau	1.31991
tau	1.34583
tau	1.38347
tau	1.92095
tau	1.48809
tau	1.50544
tau	1.37451
tau	1.42454
tau	1.97628
tau	1.4351
tau	1.45078
tau	1.21687
tau	1.61979
tau	1.09821
tau	1.27309
tau	1.63837
tau	1.44124
tau	1.28119
tau	1.39933
tau	1.70409
tau	1.51311
tau	1.70084
tau	1.47588
tau	1.78945
tau	1.14329
tau	1.34001
tau	1.44049
tau	1.27471
tau	1.4398
tau	1.40282
tau	0.843001
tau	1.25325
tau	1.0675
tau	1.47308
tau	1.34543
tau	1.24167
tau	1.86512
tau	1.56262
tau	1.41311
tau	1.26184
tau	1.52034
tau	1.75843
tau	0.969597
tau	1.63527
tau	1.64571
tau	2.00927
tau	1.68521
tau	1.30744
tau	1.43513
tau	1.63038
