tau	1.5959
tau	1.56826
tau	1.31188
tau	1.42685
tau	1.23403
tau	1.2183
tau	1.44592
tau	1.72758
tau	1.16519
tau	1.47006
tau	1.26779
tau	1.67228
tau	1.44573
tau	1.18537
tau	1.03505
tau	1.77599
tau	1.60544
tau	1.28983
tau	1.56687
tau	1.41058
tau	1.19569
tau	1.40231
tau	1.23445
tau	1.53805
tau	1.55195
tau	1.66815
tau	1.53626
tau	1.13808
tau	1.36766
tau	1.09592
tau	1.3551
tau	1.522
tau	1.51975
tau	1.67056
tau	1.68079
tau	1.34095
tau	1.52401
tau	1.20968
tau	1.49308
tau	1.33099
tau	1.60841
tau	1.50112
tau	1.2494
tau	1.39419
tau	1.49629
tau	1.7649
tau	1.40287
tau	1.46387
tau	1.42165
tau	1.3394
tau	1.38264
tau	1.50942
tau	1.46677
tau	1.16958
tau	1.57743
tau	1.58136
tau	1.63821
tau	1.79874
tau	1.4713
tau	1.53862
tau	1.40736
tau	1.37371
tau	1.33286
tau	1.42123
tau	1.23925
tau	1.26859
tau	1.30204
tau	1.80201
tau	1.74723
tau	1.29638
tau	1.28471
tau	1.43772
tau	1.6115
tau	1.77931
tau	1.27364
tau	1.45242
tau	1.2353
tau	1.53548
tau	1.39949
tau	1.93918
tau	1.45326
tau	1.13252
tau	1.14949
tau	1.69624
tau	1.30445
tau	1.4475
tau	1.20587
tau	1.51429
tau	1.601
tau	1.31851
tau	1.59746
tau	1.88516
tau	1.10747
tau	1.47983
tau	1.56337
tau	1.25743
tau	1.67865
tau	1.41337
tau	1.68869
tau	1.51645
