tau	1.31164
tau	1.14782
tau	1.27174
tau	1.01465
tau	1.11971
tau	1.13444
tau	1.77426
tau	1.32849
tau	1.43943
tau	1.57821
tau	1.08616
tau	1.36787
tau	1.04738
tau	1.13947
tau	1.10833
tau	1.3076
tau	1.39232
tau	1.60372
tau	0.981519
tau	1.35207
tau	1.28138
tau	1.29468
tau	1.12373
tau	1.12876
tau	1.20916
tau	1.3472
tau	1.23149
tau	1.06826
tau	1.21457
tau	1.55197
tau	1.10834
tau	1.02542
tau	1.09346
tau	1.18399
tau	1.31558
tau	1.33683
tau	1.20347
tau	1.06997
tau	1.12459
tau	1.07508
tau	1.13958
tau	1.10331
tau	1.34505
tau	1.22382
tau	1.38476
tau	1.17276
tau	1.3127
tau	0.912671
tau	0.869815
tau	1.64624
tau	1.2347
tau	1.02561
tau	1.2749
tau	1.40527
tau	0.931014
tau	1.21244
tau	1.41182
tau	1.27998
tau	1.17538
tau	1.31757
tau	1.6597
tau	1.3486
tau	1.18049
tau	1.07055
tau	1.12186
tau	0.939008
tau	1.66897
tau	1.16271
tau	1.33532
tau	1.01052
tau	1.41226
tau	1.14145
tau	1.4222
tau	1.50416
tau	1.44717
tau	1.02091
tau	1.84074
tau	1.0798
tau	1.54036
tau	1.07596
tau	0.977862
tau	1.39243
tau	1.22674
tau	1.60361
tau	1.1483
tau	1.13333
tau	1.10422
tau	1.13198
tau	1.1275
tau	0.978672
tau	1.21901
tau	1.19923
tau	1.16427
tau	1.41483
tau	1.05592
tau	0.881241
tau	1.29886
tau	0.915494
tau	0.963547
tau	1.1733
